description,price,star_rating,review_count,url
"RK ROYAL KLUDGE RK84 RGB Limited Ed, 75% Triple Mode BT5.0/2.4G/USB-C Hot Swappable Mechanical Keyboard, 84 Keys Wireless Bluetooth Gaming Keyboard, RK Yellow Switch, Americano Black",$89.99,4.7 out of 5 stars,36,https://www.amazon.com/ROYAL-KLUDGE-RK84-RGB-Limited/dp/B0BGPXRFQP/ref=sr_1_50?keywords=mechanical+keyboard&qid=1672435487&sr=8-50
"RK ROYAL KLUDGE RK100 Wireless Mechanical Keyboard, Bluetooth5.1/2.4G/Wired 96% Full Size 100-Key Hot Swappable Gaming Keyboard with 3 USB Ports, Blue Switch for Mac Windows, Carbon",$79.99,4.3 out of 5 stars,896,https://www.amazon.com/RK-ROYAL-KLUDGE-Mechanical-Connectable/dp/B08JD1KV7K/ref=sr_1_51?keywords=mechanical+keyboard&qid=1672435487&sr=8-51
"AULA F2088 Typewriter Style Mechanical Gaming Keyboard Blue Switch, with Removable Wrist Rest, Media Control Knob, Rainbow Backlit, Retro Punk Round Keycaps, Full Size USB Wired Computer Keyboards",$45.99,4.7 out of 5 stars,205,https://www.amazon.com/AULA-F2088-Mechanical-Removable-Keyboards/dp/B09DKQWTNC/ref=sr_1_52?keywords=mechanical+keyboard&qid=1672435487&sr=8-52
"LTC NB681 Nimbleback Wired 65% Mechanical Keyboard, RGB Backlit Ultra-Compact 68 Keys Gaming Keyboard with Hot-Swappable Switch and Stand-Alone Arrow/Control Keys (Hot Swappable Red Switch, White)",$54.99,4.6 out of 5 stars,803,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06077032J79R0DZQFFSV&qualifier=1672435487&id=8373255904444541&widgetName=sp_btf&url=%2FLTC-Nimbleback-Ultra-Compact-Hot-Swappable-Stand-Alone%2Fdp%2FB08X6HDTNP%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435487%26sr%3D8-53-spons%26psc%3D1
"Gaming Keyboard Brown, STOGA Typewriter Keyboard with Brown Switch, Mini Retro Style Cute Keyboard,Colorful Mechanical Keyboard for Windows 2000/XP/7/8/10/MAC (84-Key，Wired)",$29.99,4.6 out of 5 stars,63,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A04719521EB2COBCCKA39&qualifier=1672435487&id=8373255904444541&widgetName=sp_btf&url=%2FKeyboard-STOGA-Typewriter-Mechanical-84-Key%25EF%25BC%258CWired%2Fdp%2FB09K575YHG%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435487%26sr%3D8-54-spons%26psc%3D1
"96 Keys Mechanical Keyboard, RGB Backlit USB Wired Gaming Keyboard, Ergonomic KB with Planet War Theme, Perfect for PC/Mac Gamer (Gateron Brown Switch)",$89.99,4.6 out of 5 stars,16,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0471656MU9566CEZO6K&qualifier=1672435490&id=1569906204247780&widgetName=sp_atf_next&url=%2FMechanical-Keyboard-Backlit-Ergonomic-Perfect%2Fdp%2FB0969GLNBT%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435490%26sr%3D8-49-spons%26psc%3D1
"Cherry MV 3.0 Viola Full Size Mechanical Gaming Keyboard. RGB Backlight with Cross Linear Viola Switches. Anti-Ghosting, Win Key Lock Out, from The Makers of The MX Switch. Black Gray Aluminum",$74.99,4.5 out of 5 stars,22,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A080766619UWIPJ72YDKQ&qualifier=1672435490&id=1569906204247780&widgetName=sp_atf_next&url=%2FCHERRY-Mechanical-Backlight-Keyboard-Switches%2Fdp%2FB09G9TGDH6%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435490%26sr%3D8-50-spons%26psc%3D1%26smid%3DAK7PAPV76H5NA
"RK ROYAL KLUDGE RK96 90% Triple Mode BT5.0/2.4G/USB-C Hot Swappable Mechanical Keyboard with Magnetic Hand Rest, 96 Keys Wireless Bluetooth Gaming Keyboard with Software, Blue Backlight, Red Switch",$63.98,4.5 out of 5 stars,197,https://www.amazon.com/RK-ROYAL-KLUDGE-RK96-Mechanical/dp/B09XCGCVJZ/ref=sr_1_51?keywords=mechanical+keyboard&qid=1672435490&sr=8-51
"DIERYA 60% Mechanical Keyboard, DK61se Wired Gaming Keyboard with Brown Switches, LED Backlit Ultra-Compact 61 Keys Mini Office Keyboard for Windows Laptop PC Gamer Typist（White）",$19.99,4.5 out of 5 stars,35,https://www.amazon.com/DIERYA-Mechanical-DK61se-Ultra-Compact-Typist%EF%BC%88White%EF%BC%89/dp/B0B8HS5NFY/ref=sr_1_52?keywords=mechanical+keyboard&qid=1672435490&sr=8-52
"NPET K61 60% Mechanical Gaming Keyboard, RGB Backlit Ultra-Compact Wired Keyboard with Linear Gateron Red Switches for Computer/Laptop (68 Keys, White)",$18.99,4.5 out of 5 stars,64,https://www.amazon.com/NPET-Mechanical-Keyboard-Ultra-Compact-Computer/dp/B094Z97FN1/ref=sr_1_53?keywords=mechanical+keyboard&qid=1672435490&sr=8-53
"TEWELL Mechanical Gaming Keyboard, Wired RGB Rainbow Backlit Keyboard with Blue Switches, Ergonomic Standard Keyboard for Desktop, Computer, PC",$19.99,nan,nan,https://www.amazon.com/TEWELL-Mechanical-Keyboard-Switches-Ergonomic/dp/B0BLSCVBVM/ref=sr_1_54?keywords=mechanical+keyboard&qid=1672435490&sr=8-54
"75% Mechanical Gaming Keyboard with Blue Switch, MageGee LED Blue Backlit Keyboard, 87 Keys Compact TKL Wired Computer Keyboard for Windows Laptop PC Gamer - Grey/Black",$29.99,4.4 out of 5 stars,457,https://www.amazon.com/Mechanical-Keyboard-MageGee-Backlit-Computer/dp/B097BGS36R/ref=sr_1_55?keywords=mechanical+keyboard&qid=1672435490&sr=8-55
"Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (Cherry MX RGB Red Switches: Linear and Fast, 8,000Hz Hyper-Polling, PBT Double-Shot PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black",$169.99,4.7 out of 5 stars,"9,428",https://www.amazon.com/Corsair-Mechanical-Gaming-Keyboard-Switches/dp/B09NCMHTSB/ref=sr_1_56?keywords=mechanical+keyboard&qid=1672435490&sr=8-56
"Snpurdiri 60% Wired Gaming Keyboard, RGB Backlit Ultra-Compact Mini Keyboard, Waterproof Small Compact 61 Keys Keyboard for PC/Mac Gamer, Typist, Travel, Easy to Carry on Business Trip(Black-White)",$28.99,4.3 out of 5 stars,"4,896",https://www.amazon.com/Snpurdiri-Keyboard-Ultra-Compact-Waterproof-Black-White/dp/B097T276QL/ref=sr_1_57?keywords=mechanical+keyboard&qid=1672435490&sr=8-57
"Tezarre RGB Backlit 60% Mechanical Gaming Keyboard, Mini Compact 61 Keys Wired Office PC Keyboard with with PBT Pudding Keycaps,Fully Programmable",$22.99,4.5 out of 5 stars,89,https://www.amazon.com/Tezarre-Backlit-Mechanical-Keyboard-Programmable/dp/B0BDM4L8TT/ref=sr_1_58?keywords=mechanical+keyboard&qid=1672435490&sr=8-58
"Gigastone GK-12 Mechanical Keyboard, Tactile Brown Switch, RGB LED Rainbow Backlit Gaming Keyboard, Precise Tactile Feedback, Full Anti-Ghosting, Full Size 104 Keys, Black",$69.99,4.6 out of 5 stars,7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0021863N1TSWDWDTJA1&qualifier=1672435490&id=1569906204247780&widgetName=sp_mtf&url=%2FGigastone-Keyboard-Switches-Mechanical-Anti-Ghosting%2Fdp%2FB09Y5M4H87%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435490%26sr%3D8-59-spons%26psc%3D1
"Gaming Keyboard and Mouse Combo, K1 LED Rainbow Backlit Keyboard with 104 Key Computer PC Gaming Keyboard for PC/Laptop",$29.99,4.6 out of 5 stars,"11,709",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A00109661C40RTSPPY8W&qualifier=1672435490&id=1569906204247780&widgetName=sp_mtf&url=%2FGaming-Keyboard-Rainbow-Backlit-Computer%2Fdp%2FB07WC9JYL1%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435490%26sr%3D8-60-spons%26psc%3D1
FIRSTBLOOD ONLY GAME. AK510 Retro Mechanical Gaming Keyboard - PBT SP Spherical Keycaps - Classic Grey-White Matching - RGB Backlight - Brown Switches,$79.99,4.7 out of 5 stars,"1,080",https://www.amazon.com/Ajazz-AK510-Mechanical-Gaming-Keyboard/dp/B07QYRS1WC/ref=sr_1_61?keywords=mechanical+keyboard&qid=1672435490&sr=8-61
Razer Huntsman Mini 60% Gaming Keyboard: Fast Keyboard Switches - Clicky Optical Switches - Chroma RGB Lighting - PBT Keycaps - Onboard Memory - Classic Black,$79.99,4.7 out of 5 stars,"10,372",https://www.amazon.com/Razer-Huntsman-Mini-Gaming-Keyboard/dp/B08BFF4C7J/ref=sr_1_62?keywords=mechanical+keyboard&qid=1672435490&sr=8-62
"RK ROYAL KLUDGE RK84 Wireless RGB 75% Triple Mode BT5.0/2.4G/USB-C Hot Swappable Mechanical Keyboard, 84 Keys Bluetooth Gaming Keyboard w/High-Capacity Battery, Tactile Brown Switch",$79.99,4.6 out of 5 stars,"2,137",https://www.amazon.com/RK-ROYAL-KLUDGE-Hot-Swappable-Mechanical/dp/B098Q6CF65/ref=sr_1_63?keywords=mechanical+keyboard&qid=1672435490&sr=8-63
"Corsair K100 AIR Wireless RGB Mechanical Gaming Keyboard - Ultra-Thin, Sub-1ms Slipstream Wireless, Low-Latency Bluetooth, Cherry MX Ultra Low Profile Keyswitches - NA Layout, QWERTY - Black",$245.50,4.3 out of 5 stars,39,https://www.amazon.com/Corsair-Wireless-Mechanical-Gaming-Keyboard/dp/B0BDMLY69R/ref=sr_1_64?keywords=mechanical+keyboard&qid=1672435490&sr=8-64
"COSTOM XVX M87 TKL Mechanical Keyboard, Hot Swappable Wireless Gaming Keyboard 87 Keys, RGB Backlit Custom Keyboard Onboard Memory for Windows Mac PC Gamer (Coral Sea, Gateron Red Switch)",$82.99,4.1 out of 5 stars,16,https://www.amazon.com/COSTOM-Mechanical-Keyboard-Swappable-Wireless/dp/B0B5G8NVZ1/ref=sr_1_65?keywords=mechanical+keyboard&qid=1672435490&sr=8-65
ONE-UP G300 LED Rainbow Backlit Mechanical Gaming Keyboard Small Metal Mechanical Gamers Keyboard 87 Key Computer USB Gaming Keyboard with Blue Switches for PC Gaming (Black),$13.99,4.4 out of 5 stars,914,https://www.amazon.com/ONE-UP-G300-Mechanical-Keyboard-Computer/dp/B07HHZ81FW/ref=sr_1_66?keywords=mechanical+keyboard&qid=1672435490&sr=8-66
"CIY X79 Wired/Wireless Bluetooth Mechanical Gaming Keyboard, RGB Backlit Ultra-Compact 65% Layout 68 Keys Gaming Keyboard, Hot Swappable Keyboard,CNC Aluminum Alloy Panel (EVO Red Switch) White",$39.99,4.6 out of 5 stars,43,https://www.amazon.com/CIY-Bluetooth-Mechanical-Ultra-Compact-Swappable/dp/B09MD1XWFH/ref=sr_1_67?keywords=mechanical+keyboard&qid=1672435490&sr=8-67
"Womier 65% Keyboard, K68 PRO Hot Swappable Mechanical Keyboard, 68 Keys Compact Gaming RGB Keyboard with Stand-Alone Arrow/Control Keys for Windows and Mac - Gateron G Pro Red Switch",$79.99,4.4 out of 5 stars,65,https://www.amazon.com/Womier-Keyboard-Swappable-Mechanical-Stand-Alone/dp/B09ZTZKLDY/ref=sr_1_68?keywords=mechanical+keyboard&qid=1672435490&sr=8-68
"LTC NB1041 Nimbleback Wired Mechanical Keyboard, Hot-Swappable 104Keys RGB Backlit Gaming Keyboard, Red Switch/White",$74.99,4.6 out of 5 stars,803,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0085705OKSVF6LTQBO0&qualifier=1672435490&id=1569906204247780&widgetName=sp_btf&url=%2FLTC-Nimbleback-Mechanical-Keyboard-Hot-Swappable%2Fdp%2FB09J1GL1MT%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435490%26sr%3D8-69-spons%26psc%3D1
"60% Gaming Keyboard, STOGA White Mini Keyboard with Rainbow Blacklit, Wired Mechanical Keyboard for Computer, 61keys RGB Keyboard with Brown Switch,Pudding Keycap Keyboard for Windows PC/Mac Gamers",$29.66,4.6 out of 5 stars,266,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A10299272JA1HAGJO6ODC&qualifier=1672435490&id=1569906204247780&widgetName=sp_btf&url=%2FKeyboard-STOGA-Blacklit-Mechanical-Computer%2Fdp%2FB09BYX19KS%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435490%26sr%3D8-70-spons%26psc%3D1
"ELECOM Gaming V Custom VK300 Mini 65% RGB Gaming Keyboard, Backlit Wired Mechanical Keyboard, Speed Silver Linear Switches, N-Key Rollover, Detachable Braided Cable, Doubleshot Keycaps (TK-VK300SBK)",$119.99,4.0 out of 5 stars,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A064135621CKPPXKOF2J4&qualifier=1672435496&id=6383584776402091&widgetName=sp_atf_next&url=%2FELECOM-Mechanical-Detachable-Doubleshot-TK-VK300SBK%2Fdp%2FB0BFGK6RXF%2Fref%3Dsr_1_65_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435496%26sr%3D8-65-spons%26psc%3D1
"Cherry MX 10.0N RGB Mechanical Keyboard MX Low Profile Speed switches, Aluminum housing, Premium Keyboard for Gaming and Work. G8A-25010LVBUS-2",$124.99,4.3 out of 5 stars,59,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A02978941YN6Q4G4RGTUM&qualifier=1672435496&id=6383584776402091&widgetName=sp_atf_next&url=%2FMechanical-Keyboard-switches-Aluminum-G8A-25010LVBUS-2%2Fdp%2FB09G9SZTZZ%2Fref%3Dsr_1_66_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435496%26sr%3D8-66-spons%26psc%3D1
"MageGee 100 Keys Wired Mechanical Gaming Keyboard, 96% Compact Layout LED Blue Backlit Keyboard for PC Laptop, Detachable USB-C Cable, with Numpad Arrow Keys, Red Switch, Grey Black",$32.99,4.3 out of 5 stars,96,https://www.amazon.com/MageGee-Mechanical-Keyboard-Compact-Detachable/dp/B09N355573/ref=sr_1_67?keywords=mechanical+keyboard&qid=1672435496&sr=8-67
"HITIME XVX M61 60% Mechanical Keyboard Wireless, Ultra-Compact 2.4G Rechargeable Gaming Keyboard, RGB Backlit Ergonomic Keyboard for Windows Mac PC Gamers(Coral Sea Theme, Gateron Yellow Switch)",$76.99,4.7 out of 5 stars,815,https://www.amazon.com/Mechanical-Keyboard-Ultra-Compact-Rechargeable-Ergonomic/dp/B09B23CX6Y/ref=sr_1_68?keywords=mechanical+keyboard&qid=1672435496&sr=8-68
"Punkston TK87 Mechanical Gaming Keyboard, RGB Rainbow LED Backlit TKL 87 Keys Anti-Ghosting PC Gaming Wired Keyboard for Windows/Mac (Blue Switch, White)",$13.99,4.5 out of 5 stars,272,https://www.amazon.com/Punkston-Mechanical-Keyboard-Rainbow-Anti-Ghosting/dp/B098NPCZD3/ref=sr_1_69?keywords=mechanical+keyboard&qid=1672435496&sr=8-69
"Cherry MX RGB Mechanical Keyboard with MX Red Silent Gold-Crosspoint Key switches for typists, Programmers, Creator, Coder, Work in The Office or at Home G80-3000N RGB (Full Size)",$79.99,4.6 out of 5 stars,54,https://www.amazon.com/Mechanical-Keyboard-Gold-Crosspoint-Programmers-G80-3000N/dp/B09M76TX3L/ref=sr_1_70?keywords=mechanical+keyboard&qid=1672435496&sr=8-70
Razer BlackWidow V3 Tenkeyless TKL Mechanical Gaming Keyboard: Yellow Mechanical Switches - Linear & Silent - Chroma RGB Lighting - Compact Form Factor - Programmable Macros - USB Passthrough,$69.99,4.5 out of 5 stars,50,https://www.amazon.com/Razer-BlackWidow-Tenkeyless-Mechanical-Keyboard/dp/B09698GFZJ/ref=sr_1_73?keywords=mechanical+keyboard&qid=1672435496&sr=8-73
"RK ROYAL KLUDGE RK61 Plus Wireless Mechanical Keyboard, 60% RGB Gaming Keyboard with USB Hub, Hot Swappable Computer PC Keyboards with Bluetooth/2.4G/Wired Modes, Silence Linear SkyCyan Switches",$79.99,4.7 out of 5 stars,68,https://www.amazon.com/RK-ROYAL-KLUDGE-Mechanical-Swappable/dp/B0B5R4RPBT/ref=sr_1_74?keywords=mechanical+keyboard&qid=1672435496&sr=8-74
"i-rocks K71M RGB Mechanical Gaming Keyboard with Media Control Knob, Gateron Switches (Brown), 104 Keys w/Full NKRO, PBT Keycaps, Multimedia Hotkeys, Detachable USB-C Cable and Onboard Storage, Black",$84.90,4.7 out of 5 stars,155,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A02014402WQUI98KOCWCP&qualifier=1672435496&id=6383584776402091&widgetName=sp_mtf&url=%2Fi-rocks-Mechanical-Keyboard-Backlight-Switches%2Fdp%2FB092CN52BD%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435496%26sr%3D8-75-spons%26psc%3D1
"Redragon K631 PRO 65% 3-Mode Wireless RGB Gaming Keyboard, 68 Keys Hot-Swappable Compact Mechanical Keyboard w/Hot-Swap Free-Mod PCB Socket & Dedicated Arrow Keys, Quiet Red Linear Switch",$54.99,4.7 out of 5 stars,88,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A091347724WOQ94S0LRKV&qualifier=1672435496&id=6383584776402091&widgetName=sp_mtf&url=%2FRedragon-K631-PRO-Hot-Swappable-Mechanical%2Fdp%2FB09ZNMRMHD%2Fref%3Dsr_1_76_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435496%26sr%3D8-76-spons%26psc%3D1
"Logitech G910 Orion Spectrum RGB Wired Mechanical Gaming Keyboard , Black",$129.98,4.6 out of 5 stars,"3,403",https://www.amazon.com/Logitech-Spectrum-Mechanical-Keyboard-920-008012/dp/B01GAONOAC/ref=sr_1_77?keywords=mechanical+keyboard&qid=1672435496&sr=8-77
"DROP ENTR Mechanical Keyboard — Tenkeyless Anodized Aluminum Case, Doubleshot Shine-Through PBT Keycaps, N-Key Rollover, USB-C, White Backlit LED, Tactile Switches (Silver/White, Halo True)",$99.00,4.5 out of 5 stars,323,https://www.amazon.com/Drop-ENTR-Mechanical-Keyboard-Shine-Through/dp/B08JPTVQZ9/ref=sr_1_78?keywords=mechanical+keyboard&qid=1672435496&sr=8-78
"STOGA Mechanical Gaming Keyboard,87 Keys Wired Gaming Keyboard,LED Rainbow Backlit Keyboard with Blue Switches for Windows/MAC/Gaming PC(Black)",$28.97,4.5 out of 5 stars,329,https://www.amazon.com/STOGA-Keyboard-Switches-Mechanical-Multimedia/dp/B08M9RYS1R/ref=sr_1_79?keywords=mechanical+keyboard&qid=1672435496&sr=8-79
"Apple iPad Air 2, 128 GB, Space Gray, (Renewed)",$225.00,4.5 out of 5 stars,"1,040",https://www.amazon.com/Apple-iPad-Space-Gray-Refurbished/dp/B00TREI098/ref=sr_1_80?keywords=mechanical+keyboard&qid=1672435496&sr=8-80
A.JAZZ AK873 Wired 87Key TKL Mechanical Gaming Keyboard with Rainbow Backlit Hot-swap Tactile Blue Switch NKRO Gasket Custom Coiled Aviator C to A Cable Magnetic Cover for Win/PC/Mac Gamer(Gray White),$55.99,nan,nan,https://www.amazon.com/JAZZ-Mechanical-Keyboard-Hot-swap-Magnetic/dp/B0BLV7R89G/ref=sr_1_81?keywords=mechanical+keyboard&qid=1672435496&sr=8-81
"RK ROYAL KLUDGE RK68 (RK855) Wired 65% Mechanical Keyboard, RGB Backlit Ultra-Compact 60% Layout 68 Keys Gaming Keyboard, Hot Swappable Keyboard with Stand-Alone Arrow/Control Keys, Red Switch, White",$52.99,4.5 out of 5 stars,"1,374",https://www.amazon.com/RK-ROYAL-KLUDGE-Ultra-Compact-Stand-Alone/dp/B08FG3WCX8/ref=sr_1_82?keywords=mechanical+keyboard&qid=1672435496&sr=8-82
"RK ROYAL KLUDGE RK89 85% Triple Mode BT5.0/2.4G/USB-C Hot Swappable Mechanical Keyboard, 89 Keys Compact Mechanical Keyboard with Detachable Frame & Software (Hot-Swappable Red Switch, Black)",$69.99,4.4 out of 5 stars,54,https://www.amazon.com/RK-ROYAL-KLUDGE-RK89-Hot-Swappable/dp/B0B2NYL44K/ref=sr_1_83?keywords=mechanical+keyboard&qid=1672435496&sr=8-83
"RK ROYAL KLUDGE RK100 2.4G Wireless/Bluetooth/Wired RGB Mechanical Keyboard, 100 Keys 3 Modes Connectable Hot Swappable Brown Switch Gaming Keyboard for Win/Mac",$79.99,4.5 out of 5 stars,661,https://www.amazon.com/RK-ROYAL-KLUDGE-Mechanical-Connectable/dp/B08K8ZSB4C/ref=sr_1_84?keywords=mechanical+keyboard&qid=1672435496&sr=8-84
"JIDOHUN KB-120 RGB Mechanical Gaming Keyboard, Programmable RGB Backlit, Blue Switches - Clicky, Wired 104 Keys Hot Swappable for Mac, PC, Stripe",$32.99,4.0 out of 5 stars,4,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A001828638FCEVJB7JQI2&qualifier=1672435496&id=6383584776402091&widgetName=sp_btf&url=%2FJIDOHUN-Mechanical-Keyboard-Programmable-Switches%2Fdp%2FB0B9GP9K4T%2Fref%3Dsr_1_85_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435496%26sr%3D8-85-spons%26psc%3D1
Cherry MX Board 3.0 S Wired Gamer Mechanical Keyboard with Aluminum Housing - MX Brown Switches (Slight Clicky) for Gaming and Office - Customizable RGB Backlighting - Full Size - Black,$99.99,4.6 out of 5 stars,163,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A02041032FSGXA0VONR9I&qualifier=1672435496&id=6383584776402091&widgetName=sp_btf&url=%2FCherry-Mechanical-Keyboard-Aluminum-Housing%2Fdp%2FB0B8FR938D%2Fref%3Dsr_1_86_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435496%26sr%3D8-86-spons%26psc%3D1
"JOMKIZ Retro Typewriter Style Mechanical Gaming Keyboard Blue Switch, 83 Keys Adjustable Brightness Mechanical Wired for PC, Tablet, for iOS, Android Phones",$129.99,nan,nan,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04069013E314QZ0LDQH2&qualifier=1672435499&id=8766818575192097&widgetName=sp_atf_next&url=%2FJOMKIZ-Typewriter-Mechanical-Adjustable-Brightness%2Fdp%2FB0BLGRYQXQ%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435499%26sr%3D8-81-spons%26psc%3D1
"Wireless Mechanical Keyboard,Triple Mode 2.4G/Type-C/Bluetooth Gaming Keyboard,104 Keys Programmable,Customize RGB Backlit,Red Switch,Bicolor PBT Keycaps, Rechargeable Wired Keyboard for Mac PC iPad",$45.99,4.5 out of 5 stars,33,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04243091JNA0099Q2YYP&qualifier=1672435499&id=8766818575192097&widgetName=sp_atf_next&url=%2FMechanical-Bluetooth-Programmable-Customize-Rechargeable%2Fdp%2FB0B8NH1VT7%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Dmechanical%2Bkeyboard%26qid%3D1672435499%26sr%3D8-82-spons%26psc%3D1
Corsair K60 RGB Pro SE Mechanical Gaming Keyboard - CHERRY Mechanical Keyswitches - Durable Aluminum Frame - Customizable Per-Key RGB Backlighting (Renewed),$63.98,4.3 out of 5 stars,59,https://www.amazon.com/Corsair-Mechanical-Gaming-Keyboard-Key/dp/B08YJNBWYY/ref=sr_1_83?keywords=mechanical+keyboard&qid=1672435499&sr=8-83
"7KEYS Retro Typewriter Keyboard, Electric Typewriter Vintage with Upgraded Mechanical Bluetooth 5.0,Multi Devices Connection Classical Wooden,Punk Round Keys for Desktop PC/Laptop Mac/Phone",$138.99,4.3 out of 5 stars,827,https://www.amazon.com/Typewriter-Mechanical-Bluetooth-Connection-Classical/dp/B08T9BHCJK/ref=sr_1_84?keywords=mechanical+keyboard&qid=1672435499&sr=8-84
"AOC Gaming Full RGB Mechanical Keyboard, 104-Key Outemu Blue Switches, Full NKRO, Detachable Wrist Rest, Light FX RGB, G-Tools Software (GK500)",$44.85,4.2 out of 5 stars,97,https://www.amazon.com/AOC-Mechanical-Keyboard-Detachable-GK500/dp/B08X8JGYN8/ref=sr_1_85?keywords=mechanical+keyboard&qid=1672435499&sr=8-85
"LexonElec Custom Coiled Keyboard Cable, 2.0M(0.66ft) USB-C to USB-A TPU Mechanical Keyboard Cable, Detachable Metal Aviator Double-Sleeved Wire for Gaming Keyboard(White)",$15.99,4.7 out of 5 stars,32,https://www.amazon.com/LexonElec-Keyboard-Mechanical-Detachable-Double-Sleeved/dp/B0B513L5M2/ref=sr_1_86?keywords=mechanical+keyboard&qid=1672435499&sr=8-86
"75% Mechanical Keyboard,MageGee Wired Gaming Keyboard with Red Switches and Ice Blue Backlit Small Compact 75 Percent Keyboard Mechanical, Portable Gaming Keyboard Gamer for PC, MAC(Black Grey)",$29.99,4.2 out of 5 stars,129,https://www.amazon.com/Mechanical-Keyboard-MageGee-Switches-Portable/dp/B09M5ZHWTL/ref=sr_1_87?keywords=mechanical+keyboard&qid=1672435499&sr=8-87
Logitech G610 Orion Red Backlit Mechanical Gaming Keyboard,$79.99,4.6 out of 5 stars,"2,445",https://www.amazon.com/Logitech-Backlit-Mechanical-Gaming-Keyboard/dp/B01CDYB8AG/ref=sr_1_88?keywords=mechanical+keyboard&qid=1672435499&sr=8-88
"Hexgears X5 Wireless Mechanical Keyboard with Kaihl Box Blue Switch, Dark Knight Computer Keyboard for Gaming, Typing, Ergonomic 108-key Typewriter Keyboard with Wrist Rest",$99.99,4.8 out of 5 stars,66,https://www.amazon.com/HEXGEARS-Wireless-Mechanical-Ergonomic-Typewriter/dp/B0B3MTH492/ref=sr_1_89?keywords=mechanical+keyboard&qid=1672435499&sr=8-89
"NZXT Function MiniTKL - Compact Tenkeyless Gaming Keyboard – Gateron Red Mechanical Switches: Linear, Fast, and Quiet – Hot-Swappable – RGB Backlit – Aluminum Top Plate – Sound Dampening Foam – White",$59.99,4.2 out of 5 stars,29,https://www.amazon.com/NZXT-Function-Mini-Mechanical-Keyboard/dp/B09R8RXBBW/ref=sr_1_90?keywords=mechanical+keyboard&qid=1672435499&sr=8-90
